designation,obsid,ra,dec,teff,logg,feh,snrr,coord_A_Li
J195233.28+424446.3,162209114,298.138704,42.746222,4986.44,2.706,-0.26,51.75,4.280921459
J195242.60+125437.1,580408055,298.177528,12.910321,4768.73,2.416,-0.51,273.18,2.60909152
J195244.70+462144.8,364203111,298.18628,46.362469,4677.62,2.273,-0.098,32.95,4.579033375
J195248.07+450023.2,364305186,298.200292,45.006472,5016.14,2.424,-0.598,123.85,4.683645248
J195249.46+142723.8,462110008,298.2060892,14.4566297,5133.45,3.233,0.337,181.63,3.156498671
J195333.43+411536.1,241708243,298.389333,41.260028,4197.83,2.445,0.591,111.01,2.934481621
J195347.71+144737.8,462114073,298.44882,14.793849,4572.34,2.219,-0.421,35.54,3.030525923
J195444.55+431908.0,367812066,298.685629,43.318897,4663.17,2.638,0.091,214.06,3.983892918
J195505.03+484101.1,594213030,298.7709956,48.6836492,4129.23,1.551,-0.255,138.17,2.60542202
J195505.06+484101.3,157213030,298.771117,48.683711,4111.43,1.515,-0.223,161.85,2.712250233
J195510.77+391257.7,469816247,298.794886,39.216042,4964.65,2.149,-0.334,75.24,3.014117241
J195522.21+470603.8,170515164,298.842583,47.101056,5102.85,2.72,-0.16,140.71,2.756058216
J195522.22+470603.7,364315164,298.84259,47.101051,5118.23,2.656,-0.148,86.18,3.059626102
J195535.08+271341.5,461516021,298.896174,27.228204,4669.13,2.688,0.14,97.89,2.340037107
J195543.75+394630.5,367707201,298.932308,39.775147,5559.94,3.283,0.261,230.5,2.225863695
J195552.20+442131.6,364305207,298.9675,44.358778,4745.13,2.473,0.046,213.05,2.126560211
J195555.35+145658.8,575312104,298.9806547,14.9496778,4819.29,2.346,-0.409,75.65,2.541855574
J195556.90+144655.4,575312203,298.9871161,14.7820806,4718.05,2.535,0.05,75.45,3.894376755
J195558.03+452514.3,170503021,298.991792,45.42065,4478.6,2.431,0.096,91.61,3.003365993
J195633.77+422209.6,367913172,299.141046,42.369306,5274.65,3.498,0.208,472.92,2.070866585
J195639.14+123853.7,580406104,299.1620675,12.64898028,4815.08,2.285,-0.385,105.31,2.354802132
J195642.08+400134.3,367707073,299.175354,40.0262,4441.19,2.421,-0.022,77.95,2.847294092
J195647.24+162139.7,462116066,299.196863,16.361047,4954.99,2.415,-0.401,48.36,3.349791527
J195647.95+451539.9,355203012,299.199833,45.261111,4785.77,2.694,0.056,135.19,3.258844614
J195655.50+433056.1,367912200,299.23129,43.51561,5170.22,2.914,0.01,74.15,3.838765621
J195657.60+152237.9,462115058,299.240028,15.377215,4307.13,1.318,-1.005,59.99,2.07956624
J195658.16+453634.9,364304199,299.24237,45.609699,4750.18,2.569,0.062,205.59,3.942286968
J195658.17+453634.8,165904199,299.242375,45.609694,4769.65,2.491,0.03,105.16,3.969864368
J195708.52+455046.6,158804173,299.2855,45.846278,5000.12,2.566,-0.159,391.97,4.328424931
J195721.43+454150.2,355204155,299.339292,45.697278,4613.63,2.464,-0.018,137.49,2.649435997
J195733.88+481132.5,364211146,299.391183,48.192372,4793.56,2.472,-0.188,277.55,2.271283388
J195735.47+450108.5,158905157,299.397833,45.019028,4818.84,2.49,-0.061,379.52,2.459310055
J195759.38+445341.3,158905164,299.497417,44.894833,4123.46,1.637,0.055,229.3,2.351333618
J195831.57+583854.9,575112184,299.6315792,58.6485861,4823.93,2.448,-0.264,124.21,2.414116859
J195844.68+473637.9,355111194,299.6862,47.610553,4573.17,2.454,-0.154,153.2,3.779914856
J195854.25+160521.7,462116109,299.726066,16.089368,5099.91,3.345,-0.086,36.1,2.439304113
J195916.64+480720.0,170511139,299.819358,48.122239,4739.38,2.482,-0.034,153.73,4.248662472
J195949.69+422350.2,367813185,299.957063,42.397286,5480.13,3.027,0.014,450.98,2.585453987
J200015.70+254631.8,461503173,300.065443,25.775502,4918.4,2.416,-0.226,131.13,4.076414585
J200024.95+425427.7,367912209,300.103983,42.907697,4605.35,2.538,0.16,257.9,3.506671667
J200025.77+402836.8,367906107,300.107375,40.4769,4520.41,2.111,-0.34,164.5,3.841594219
J200045.01+471727.8,364311247,300.187546,47.291075,5295.13,3.365,0.236,91.17,3.109879017
J200125.14+473004.1,364211074,300.354758,47.501153,4734.27,2.687,0.067,145.81,2.91172123
J200130.07+182424.6,746910025,300.3753,18.406853,4767.29,2.716,0.05,86.01,2.053297758
J200136.28+464054.7,170509157,300.401204,46.681867,4114.93,1.799,0.006,344.81,2.411315918
J200156.11+463211.7,364209159,300.483829,46.536586,4919.88,2.812,0.376,343.82,2.85393548
J200207.68+364900.5,469804105,300.5320286,36.8168269,4686.27,2.499,-0.149,211.52,3.529913425
J200216.96+562138.9,575106189,300.570143,56.359702,5014.14,2.751,0.294,245.83,2.427950144
J200219.72+453340.5,364204243,300.582167,45.56125,4503.24,2.671,0.256,128.5,2.139600515
J200242.11+125302.8,462101144,300.6754972,12.8841278,4769.54,2.505,-0.354,179.09,4.270964146
J200305.51+323102.0,469515205,300.772998,32.517224,5558.58,3.255,0.274,101.3,2.142656088
J200312.83+474917.3,462801222,300.8029269,47.82134917,4895.25,2.689,0.03,188.28,4.821730137
J200401.65+462250.6,364309050,301.006879,46.380739,4661.26,2.689,0.084,77.82,3.372327089
J200405.51+465358.8,364309067,301.022967,46.899675,4829.03,2.356,-0.185,103.51,4.228185654
J200408.90+192143.7,746903103,301.037111,19.362155,4495.32,2.499,0.173,87.11,2.176371574
J200433.37+451326.1,165908072,301.139083,45.223944,4679.34,2.575,0.167,111.69,2.204563141
J200524.68+455011.2,364309233,301.352863,45.836472,4766.98,2.41,-0.141,125.13,3.439259529
J200555.65+301934.0,573908172,301.481897,30.326124,4629.92,2.563,0.1,588.08,2.896588564
J200601.26+473256.2,364312031,301.505283,47.54895,4478.76,2.628,0.306,94.71,2.343660355
J200621.43+180908.7,746903002,301.5892978,18.1524336,4801.85,2.472,-0.117,99.76,2.363559484
J200648.92+435311.5,158907209,301.703858,43.886536,5061.01,2.678,0.008,112.11,2.474121094
J200724.51+325032.9,469512148,301.8521308,32.8424975,4715.29,2.664,0.12,76.09,2.274837971
J200754.14+122431.3,746303103,301.97562,12.408722,4824.84,2.415,-0.461,115.06,3.81539464
J200803.01+140015.9,746316242,302.0125453,14.0044344,4712.96,2.609,0.067,276.92,3.861773729
J200812.58+472449.5,364312010,302.052429,47.413753,4806.46,2.466,-0.113,117.99,3.275445461
J200817.18+442514.7,364307192,302.071617,44.420767,4657.13,2.603,0.097,516.12,2.074430466
J200825.57+262352.4,461509183,302.105925,26.397911,4614.07,2.557,0.15,142.15,4.018081665
J200835.67+383446.3,469812101,302.1486394,38.5795453,4469.94,2.294,-0.128,90.2,2.680936337
J200840.31+112758.6,746303247,302.167975,11.466293,4398.96,2.42,-0.005,366.45,3.381811619
J200846.13+444134.2,170506005,302.192233,44.692858,4891.34,2.463,-0.297,107.7,3.550167322
J200858.50+370352.2,469813100,302.2437608,37.0645261,4879.96,2.55,-0.14,92.09,2.767500639
J200911.88+231348.7,577015129,302.2995044,23.2302217,4843.53,2.616,-0.243,65.04,3.72735858
J200917.59+464313.2,158913110,302.323317,46.720347,4768.97,2.81,0.165,45.18,4.792536736
J200955.59+453145.8,364306030,302.481642,45.529389,4603.92,2.367,-0.202,88.23,3.017761946
J201009.32+452043.6,364206094,302.538854,45.345469,4781.65,2.537,0.181,321.22,2.494746208
J201147.08+374202.4,469813015,302.9462075,37.7006781,4814.07,2.352,-0.167,76.13,2.651174307
J201209.48+071412.9,587210116,303.03952,7.2369259,4422.74,2.644,0.049,132.14,2.488029003
J201227.95+445111.4,158806103,303.116463,44.853194,5527.06,3.447,-0.412,87.93,2.173894167
J201307.56+461713.9,170513014,303.281517,46.287197,4957.27,2.844,0.241,156.91,2.52337122
J201322.38+081749.3,587214216,303.34327,8.2970544,4305.72,2.283,-0.409,101.55,2.665612698
J201440.52+062850.2,587302178,303.66886,6.4806263,5345.02,3.475,-1.218,36.64,2.121184826
J201542.40+115709.4,746304245,303.9266975,11.9526183,4394.3,2.806,0.387,120.42,3.143095732
J201819.53+371343.0,248102199,304.581409,37.22863,5298.66,2.904,-0.021,215.48,2.124505043
J201825.47+375159.2,248110075,304.6061275,37.8664697,4300.75,2.246,0.105,106.97,2.630636692
J201849.18+493230.5,361810020,304.7049439,49.5418253,4580.54,2.596,0.333,150.2,2.827980995
J201903.72+491147.0,361810075,304.7655389,49.1964125,4623.83,2.372,-0.135,83.99,3.01153326
J201930.01+073000.8,758910176,304.8750453,7.5002422,4137.95,1.383,-0.839,99.54,3.619666338
J202002.66+084029.0,587215023,305.01111,8.6747387,4893.41,3.054,-0.388,41.09,2.476573944
J202233.56+092826.1,587211056,305.63987,9.4739262,4999.84,3.042,-0.734,62.96,2.065560818
J202348.30+473711.4,361802114,305.9512769,47.6198583,4695.19,2.755,0.002,80.35,2.738195181
J202447.97+442204.1,260714150,306.1998819,44.3678239,4806.96,2.693,-0.042,275.11,3.283532619
J202551.22+501753.1,361803142,306.4634306,50.2980989,4337.61,2.175,-0.126,157.7,3.292758942
J202645.42+423045.7,260710173,306.6892714,42.5127014,4724.59,2.403,-0.206,416.53,3.015009642
J202754.83+445239.3,253916197,306.9784733,44.8775939,4851.39,2.983,0.182,69.88,3.089239836
J202923.96+073622.2,758905107,307.349869,7.606168,4176.15,0.171,-1.331,347.19,3.906084061
J202927.21+075128.5,587213037,307.36341,7.8579272,4989.59,2.259,-0.937,95.91,3.51548624
J202959.01+082604.5,758904073,307.495885,8.434597,4281.39,2.082,-0.083,638.13,2.683767319
J203031.87+451633.6,260716133,307.6328219,45.2760147,4698.13,2.412,-0.014,32.57,2.206322193
J203139.54+090553.2,758909041,307.91475,9.098134,4656.62,2.593,0.081,341.66,3.704520941
J203356.45+354426.6,470910238,308.485234,35.740729,4278.74,2.191,0.032,120.1,3.099632263
J203421.93+085224.8,758913241,308.5913953,8.8735756,4800.22,2.676,-0.023,32.11,3.398663521
J203654.47+084324.8,758913127,309.2269831,8.7235644,4454.14,2.445,-0.23,263.73,2.644393921
J203755.41+423543.7,260708008,309.4808956,42.5954797,4073.66,1.924,-0.028,292.19,2.809200287
J203911.20+354759.6,470904171,309.796677,35.799915,5596.9,3.405,0.297,152.68,2.09139204
J203921.37+421213.2,581509141,309.839046,42.20369,5372.96,3.281,0.065,299.71,2.742718697
J204124.65+342849.6,470901153,310.352726,34.480455,5411.55,3.26,-0.109,41.51,3.432888031
J204227.34+290236.3,470510096,310.613958,29.043441,5015.12,2.44,-0.662,76.98,2.67967391
J204244.83+293941.3,470514048,310.686807,29.661487,4660.92,2.465,-0.111,97.35,3.336196661
J204259.05+352343.1,577104079,310.7460494,35.3953333,4698.22,2.587,0.078,226.45,3.925168514
J204423.23+372452.8,470912143,311.0968125,37.4146806,4733.9,2.328,-0.058,131.39,2.283135414
J204425.58+374532.8,373016208,311.106592,37.75913,4897.35,2.629,-0.086,97.97,3.497781277
J204446.25+304456.6,475214126,311.1927394,30.7490581,4863.97,2.462,-0.339,183.33,4.075003624
J204459.71+293316.2,470510013,311.2488197,29.5545147,4780.39,2.558,-0.235,151.22,2.968134165
J204526.62+433243.4,260713048,311.360939,43.545413,5109.14,2.885,0.043,236.56,4.230304241
J204637.51+340812.5,470907009,311.6563136,34.1368133,4817.52,2.416,-0.327,138.98,3.214148998
J204740.77+301856.9,475203123,311.919886,30.315818,4100.37,1.674,-0.268,110.55,2.868871927
J204807.30+062156.2,678802151,312.030444,6.365633,4072.6,0.791,-0.897,98.85,2.916088581
J204836.75+281552.5,475202239,312.153139,28.264608,5104.84,2.69,-0.362,241.17,2.748726845
J204905.57+342222.7,577107088,312.273219,34.372981,4920.02,2.545,-0.391,87.48,3.83780694
J205110.29+355402.6,470913083,312.7929,35.90074,4777.89,2.548,0.025,132.94,2.777130127
J205117.16+361137.7,373004161,312.8215039,36.193825,4816.13,2.324,-0.797,255.82,2.103336811
J205133.65+352655.1,577106136,312.890248,35.448645,4845.37,1.947,-0.83,51.34,2.412038326
J205230.86+361607.5,470913029,313.1285911,36.2687569,4756.71,2.607,-0.032,135.72,2.342055321
J205235.59+355738.7,470913053,313.1483267,35.9607694,5027.28,2.516,-0.087,90.8,3.195410728
J205236.08+351410.7,470906162,313.1503417,35.2363292,4758.76,2.621,-0.048,124.7,3.016764641
J205237.95+283102.2,475205034,313.158158,28.517281,4467.51,2.558,0.255,224.03,3.820359468
J205247.09+460344.7,587911159,313.196223,46.062431,4736.03,2.375,0,125.76,3.064143419
J205341.87+371649.0,373015131,313.4244939,37.2802844,4478.79,2.332,-0.151,111.36,3.288897753
J205430.46+292648.6,470504125,313.626941,29.446854,4716.76,2.56,0.041,145.64,2.604813337
J205552.32+343821.0,373008223,313.9680344,34.6391858,5573.14,3.16,-0.011,132.17,3.127629757
J205655.92+291655.4,470508235,314.233024,29.282073,5047.12,2.338,-0.768,93.88,2.477801561
J205824.35+020751.1,370310248,314.601475,2.130868,4473.32,1.942,-0.608,295.28,3.49572897
J205825.36+145854.0,469110074,314.605707,14.981681,4929.41,2.457,-0.642,217.25,3.313473225
J205928.06+293830.5,475209245,314.866935,29.641818,4928.11,2.433,-0.476,299.37,3.640182972
J205941.19+352451.8,373008146,314.921589,35.414872,4911.72,2.483,-0.383,144.91,2.699112177
J210012.38+131939.1,469102215,315.05162,13.327532,4624.63,2.53,-0.352,144.46,2.793198824
J210119.51+281341.1,470507128,315.331301,28.228086,4660.8,2.709,0.064,126.03,2.266593456
J210231.02+152708.7,469103154,315.6292528,15.4524192,4831.77,2.261,-0.674,242.65,2.903721571
J210339.14+300110.1,475213036,315.913461,30.019039,4847.84,2.478,-0.19,578.24,4.1337533
J210406.57+293400.5,475206061,316.027163,29.566089,4893.17,2.386,-0.44,788.23,2.663171291
J210614.24+130711.8,469101006,316.5593658,13.1199447,4848.22,2.244,-0.144,586.06,2.30995369
J210628.56+163200.7,677710130,316.6190242,16.5335486,4931.4,2.354,-0.533,185.42,3.004989862
J210710.17+161722.9,469109119,316.7913319,16.28971222,4475.59,2.135,-0.203,196.71,2.916665792
J210731.52+413346.1,594308034,316.88137,41.562825,4863.87,2.137,-0.684,38.24,2.803888559
J210753.63+143325.2,469108152,316.972743,14.557019,4559.82,2.593,0.165,405.98,2.8425138
J211038.85-070522.4,62403171,317.661912,-7.08958,5552.29,3.484,-0.502,48.08,2.284022808
J211130.66+140519.4,371607188,317.877774,14.088728,4837.11,1.999,-0.546,38.7,2.196374655
J211141.45+305543.7,370814227,317.9227231,30.9288194,4983.9,2.563,-0.449,46.61,2.959721327
J211205.27+154606.9,469113238,318.021971,15.768586,5018.96,3.242,-0.133,421.04,2.582900286
J211211.65+311042.0,370814123,318.048567,31.178345,4846.48,2.658,-0.098,60.09,2.994592905
J211237.19+312539.7,370814005,318.1549878,31.4277097,4647.08,2.631,0.125,175.9,2.260400295
J211241.33+155729.8,469113140,318.1722258,15.9583017,4721.94,2.44,-0.326,355.95,3.547496319
J211300.86+141827.1,371606224,318.2536192,14.3075517,4803.37,2.152,-0.525,130.33,2.753439188
J211318.13+141158.6,469106201,318.324566,14.199623,4185.69,1.967,-0.061,574.74,2.653971672
J211323.74+180604.1,685416086,318.34892,18.10114,4857.7,2.518,-0.262,475.66,2.311860085
J211333.21+194129.6,503310008,318.389297,19.691956,3922.68,1.193,0.175,84.51,2.966926575
J211346.54-051008.3,57311006,318.443943,-5.168988,4781.9,2.548,-0.357,73.63,2.273302555
J211431.72+160734.8,371613189,318.632182,16.126354,4953.02,2.35,-1.164,37.44,2.357028008
J211511.11+154305.1,371613008,318.7963267,15.7180944,4794.5,2.308,-0.381,129.52,3.457830906
J211716.70+251416.5,258416164,319.319606,25.23792,4941.88,2.501,-0.342,191.15,3.975171566
J211734.88+242010.9,258303207,319.3953414,24.3363861,4964.48,3.001,-0.605,66.08,3.110392332
J211740.85+255411.7,258416146,319.420214,25.903255,4690.32,2.466,-0.194,110.25,2.342828035
J211823.51+185716.9,685411147,319.59796,18.954713,4873.31,2.49,-0.475,462.85,2.49636507
J211858.62+184325.1,685411176,319.74428,18.723647,4620.61,2.632,0.114,381.8,3.214904785
J211859.58+174427.2,593102106,319.74826,17.740907,4867.17,3.447,-0.118,42.08,2.495668888
J211926.55-051555.8,66901206,319.86066,-5.26552,4353.79,1.927,-0.639,72.73,3.095824957
J212012.14+421214.4,255310137,320.050606,42.204006,4821.93,2.317,-0.271,75.79,2.459539175
J212028.96+421155.7,255310130,320.1206831,42.1988083,5000.08,2.758,0.069,104.9,3.011041403
J212038.65+373957.2,471203174,320.161071,37.665915,4074.36,2.277,0.079,85.84,2.677265167
J212038.79+421711.7,255210148,320.1616436,42.2866053,4747.54,2.645,-0.119,47.02,2.717146873
J212039.17+180443.1,469901072,320.163239,18.078665,4879.76,2.479,-0.272,125.21,3.126287222
J212039.19+180443.1,593101072,320.16332,18.07865,4888.74,2.451,-0.259,77.35,3.10563302
J212040.93+144718.5,158302046,320.170548,14.788489,4735.74,2.568,-0.07,256.96,3.783317804
J212102.75+240612.6,258404188,320.261469,24.103503,4879.87,2.38,-0.598,622.88,4.123953342
J212107.62+195230.1,503304160,320.281401,19.875046,4961.51,2.634,0.213,404.22,2.467869997
J212116.92+360905.4,471202065,320.3205258,36.1515061,4748.85,2.556,-0.006,267.88,2.242578983
J212122.68+165019.2,158214096,320.344521,16.838677,5505.89,3.465,-0.561,32.15,2.02566576
J212135.08+163359.6,158303109,320.396181,16.566568,4738.44,2.504,-0.225,162.94,2.864539623
J212200.43+172448.0,469901218,320.501809,17.413348,4913.87,3.149,-0.338,41.53,2.787176371
J212222.01+155500.4,158203045,320.591742,15.91678,4924.22,2.557,-1.229,63.37,2.276382685
J212226.33+102836.5,260802042,320.6097342,10.4768075,4669.63,2.634,0.113,301.69,3.123978376
J212241.99+420207.7,255210020,320.6749942,42.0354981,5026.76,2.701,-0.104,67.54,3.823802948
J212316.81+255705.6,258411123,320.8200453,25.9515592,4767.15,2.541,-0.147,99.09,3.707638979
J212330.47+235220.2,258404238,320.876989,23.872298,4832.05,2.488,-0.072,147.25,2.917691469
J212343.30+062206.9,469602017,320.9304217,6.3686,5107.41,2.432,-0.807,648.28,2.814788818
J212343.69+390148.2,471215208,320.932051,39.030082,4524.24,2.235,-0.334,286.35,3.267472982
J212408.34+181659.0,685412097,321.03478,18.283058,4667.87,2.597,0.145,440.35,2.20050621
J212408.35+181659.1,158316150,321.034797,18.283101,4670.52,2.656,0.143,238.89,2.298316479
J212409.87+404852.6,255302036,321.0411494,40.8146356,4936.11,2.808,0.143,84.72,3.016275167
J212450.28+133914.3,260816059,321.210396,13.654369,4802.46,2.491,-0.09,268.43,3.584248066
J212511.02+321725.9,368211121,321.295945,32.29055,4535.28,2.299,-0.418,68.21,2.46935606
J212511.75+101022.3,469616130,321.2989811,10.1728678,5012.64,2.463,-0.465,117.31,2.516591072
J212550.31+244529.9,258409192,321.459642,24.758308,5004.8,2.551,-0.344,127.37,4.071844578
J212554.53+401923.1,255302212,321.4772178,40.3231011,4882.66,2.627,-0.004,89.57,3.693909407
J212559.31+151254.8,685407064,321.49716,15.215233,4828.02,2.584,-0.117,255.43,3.812350988
J212559.32+151254.9,158305028,321.497183,15.215267,4799.93,2.551,-0.111,272.61,4.001525879
J212618.48+172926.5,685413226,321.577,17.490706,4697.36,2.538,0.031,625.41,3.804301023
J212635.50+434133.6,255316155,321.647918,43.692674,4298.1,1.745,-0.064,188.77,2.398114204
J212700.21+242604.4,258413242,321.750875,24.434556,4751.56,2.528,-0.106,172.06,3.787776232
J212727.37+515146.7,476602022,321.8640433,51.8629986,4597.13,3.026,0.408,59.15,3.529106855
J212729.26+405758.7,255202239,321.8719519,40.9663314,4688.26,2.608,0.195,78.58,2.213653564
J212735.44+044621.2,365715081,321.897703,4.772578,4816.85,2.455,-0.484,45.42,2.487197161
J212737.65+144234.9,259910116,321.906876,14.709722,4578.5,2.618,0.209,81.14,2.830991268
J212745.70+414702.8,172214218,321.940421,41.78412,4267.74,2.636,0.205,141.15,2.601359129
J212808.23+281126.0,370807224,322.03432,28.190573,4789.03,2.455,-0.125,159.65,2.555803776
J212811.50+282614.0,370807205,322.0479328,28.4372258,5132.4,2.73,-0.051,35.02,2.563472033
J212843.85-045949.8,468602143,322.182738,-4.997175,4838.28,2.384,-0.372,214.67,2.349187851
J212849.89+441650.2,255316149,322.207893,44.280637,4646.44,2.446,0.022,146.84,2.277430058
J212900.05+515537.9,476602052,322.250247,51.927205,5564.62,3.406,0.225,68.58,2.045759916
J212912.86+481029.4,253210189,322.3036148,48.1748464,4888.94,2.563,-0.201,76.83,3.135097504
J212921.82+315723.1,757402182,322.340936,31.956436,4652.97,2.276,-0.426,49.59,2.749116421
J212934.55+420648.6,255304187,322.393975,42.113518,4797.8,2.398,-0.215,157.14,3.324244499
